sessao_id,ciclista_id,data,dia_semana,hora_entrada,faixa_hora_entrada,hora_saida,faixa_hora_saida,duracao_min,suspeita_saida_nao_registrada
USO_006018,CICL_4f6dbc355a,2026-05-14,Quinta,09:26,9,07:29,7,5642.8,S
USO_006019,CICL_817fe66620,2026-05-14,Quinta,09:27,9,13:17,13,230.2,N
USO_006020,CICL_4c41ba1510,2026-05-14,Quinta,09:27,9,19:15,19,588.2,N
USO_006021,CICL_419a3928fe,2026-05-14,Quinta,09:27,9,18:39,18,552.0,N
USO_006022,CICL_1a3bcbfcc8,2026-05-14,Quinta,09:28,9,12:07,12,7359.3,S
USO_006023,CICL_31d6b5067d,2026-05-14,Quinta,09:28,9,15:53,15,384.8,N
USO_006024,CICL_e170f744c1,2026-05-14,Quinta,09:28,9,11:22,11,113.3,N
USO_006025,CICL_fc3b3492e5,2026-05-14,Quinta,09:28,9,13:33,13,244.6,N
USO_006026,CICL_7a9a12fec3,2026-05-14,Quinta,09:29,9,17:01,17,452.2,N
USO_006027,CICL_2ea7b63ef7,2026-05-14,Quinta,09:29,9,16:59,16,450.5,N
USO_006028,CICL_82a6f0feb9,2026-05-14,Quinta,09:29,9,14:43,14,1753.7,S
USO_006029,CICL_ada39d1343,2026-05-14,Quinta,09:29,9,17:17,17,467.3,N
USO_006030,CICL_dd28f5045b,2026-05-14,Quinta,09:30,9,12:36,12,185.9,N
USO_006031,CICL_2a41a689a2,2026-05-14,Quinta,09:30,9,13:57,13,267.3,N
USO_006032,CICL_6a4a125e1b,2026-05-14,Quinta,09:30,9,12:29,12,178.6,N
USO_006033,CICL_bdf94f66bb,2026-05-14,Quinta,09:31,9,18:21,18,529.9,N
USO_006034,CICL_09a1abb9fc,2026-05-14,Quinta,09:31,9,13:05,13,214.0,N
USO_006035,CICL_78cdc071ba,2026-05-14,Quinta,09:32,9,11:15,11,103.0,N
USO_006036,CICL_0739437f48,2026-05-14,Quinta,09:33,9,15:44,15,371.7,N
USO_006037,CICL_5491ad41b8,2026-05-14,Quinta,09:33,9,12:22,12,169.2,N
USO_006038,CICL_e0391a963e,2026-05-14,Quinta,09:33,9,10:58,10,84.8,N
USO_006039,CICL_47f91e21b5,2026-05-14,Quinta,09:34,9,16:50,16,436.1,N
USO_006040,CICL_000fd82d1d,2026-05-14,Quinta,09:34,9,18:09,18,514.9,N
USO_006041,CICL_919fd2b452,2026-05-14,Quinta,09:34,9,14:20,14,285.9,N
USO_006042,CICL_3fe3a43231,2026-05-14,Quinta,09:34,9,14:20,14,285.4,N
USO_006043,CICL_25b2f810ca,2026-05-14,Quinta,09:34,9,13:36,13,241.3,N
USO_006044,CICL_542ccb0f81,2026-05-14,Quinta,09:34,9,11:13,11,99.0,N
USO_006045,CICL_d297447c66,2026-05-14,Quinta,09:35,9,15:45,15,370.5,N
USO_006046,CICL_69e69abed2,2026-05-14,Quinta,09:35,9,13:15,13,219.8,N
USO_006047,CICL_2afda20ecb,2026-05-14,Quinta,09:36,9,12:28,12,172.8,N
USO_006048,CICL_fe32155dcc,2026-05-14,Quinta,09:36,9,11:30,11,114.1,N
USO_006049,CICL_e07df3e44b,2026-05-14,Quinta,09:36,9,16:52,16,435.9,N
USO_006050,CICL_0421b623f6,2026-05-14,Quinta,09:36,9,12:16,12,159.5,N
USO_006051,CICL_d6283be1a0,2026-05-14,Quinta,09:37,9,12:41,12,184.1,N
USO_006052,CICL_6bb0e414d8,2026-05-14,Quinta,09:38,9,07:33,7,5634.9,S
USO_006053,CICL_7b61a42d1f,2026-05-14,Quinta,09:39,9,10:58,10,78.6,N
USO_006054,CICL_6a54b426b0,2026-05-14,Quinta,09:39,9,09:39,9,0.2,N
USO_006055,CICL_6a54b426b0,2026-05-14,Quinta,09:40,9,17:07,17,1886.7,S
USO_006056,CICL_376d432b2f,2026-05-14,Quinta,09:40,9,12:56,12,195.3,N
USO_006057,CICL_cc9fe8f92d,2026-05-14,Quinta,09:41,9,12:59,12,198.2,N
USO_006058,CICL_967a1d6624,2026-05-14,Quinta,09:41,9,17:12,17,450.3,N
USO_006059,CICL_3b5e5d8515,2026-05-14,Quinta,09:43,9,12:31,12,167.8,N
USO_006060,CICL_6ca4e8c2ac,2026-05-14,Quinta,09:43,9,07:33,7,8510.1,S
USO_006061,CICL_1b44e47d6d,2026-05-14,Quinta,09:43,9,12:12,12,148.7,N
USO_006062,CICL_335f3dc6c5,2026-05-14,Quinta,09:46,9,11:00,11,73.5,N
USO_006063,CICL_c462c27f76,2026-05-14,Quinta,09:47,9,12:43,12,176.2,N
USO_006064,CICL_711ef7a9cf,2026-05-14,Quinta,09:47,9,19:42,19,594.8,N
USO_006065,CICL_69c9d54f23,2026-05-14,Quinta,09:48,9,15:45,15,357.1,N
USO_006066,CICL_8b354b585b,2026-05-14,Quinta,09:48,9,11:25,11,96.7,N
USO_006067,CICL_5097481778,2026-05-14,Quinta,09:48,9,12:53,12,184.3,N
USO_006068,CICL_21f82e5833,2026-05-14,Quinta,09:50,9,10:40,10,50.0,N
USO_006069,CICL_f25bceddd5,2026-05-14,Quinta,09:51,9,13:19,13,207.2,N
USO_006070,CICL_bad7791a96,2026-05-14,Quinta,09:53,9,14:52,14,298.8,N
USO_006071,CICL_4aa15bb406,2026-05-14,Quinta,09:53,9,13:18,13,205.3,N
USO_006072,CICL_c79ccb06e5,2026-05-14,Quinta,09:53,9,14:27,14,273.4,N
USO_006073,CICL_84658a015c,2026-05-14,Quinta,09:53,9,15:44,15,350.3,N
USO_006074,CICL_9667e13205,2026-05-14,Quinta,09:54,9,11:05,11,71.3,N
USO_006075,CICL_52f674f59b,2026-05-14,Quinta,09:57,9,12:37,12,160.0,N
USO_006076,CICL_fb70e22207,2026-05-14,Quinta,09:57,9,12:27,12,149.8,N
USO_006077,CICL_1b9e64c034,2026-05-14,Quinta,09:58,9,12:47,12,169.4,N
USO_006078,CICL_85f720de32,2026-05-14,Quinta,10:03,10,12:57,12,174.2,N
USO_006079,CICL_52e28d2b3d,2026-05-14,Quinta,10:04,10,19:02,19,538.7,N
USO_006080,CICL_b373908a08,2026-05-14,Quinta,10:06,10,20:36,20,630.1,N
USO_006081,CICL_ddeea4890d,2026-05-14,Quinta,10:06,10,12:37,12,151.3,N
USO_006082,CICL_42a4e1a65b,2026-05-14,Quinta,10:06,10,16:55,16,408.3,N
USO_006083,CICL_779c696dc9,2026-05-14,Quinta,10:09,10,18:06,18,477.5,N
USO_006084,CICL_ceb0a0eb35,2026-05-14,Quinta,10:09,10,12:56,12,167.1,N
USO_006085,CICL_d3889a49c5,2026-05-14,Quinta,10:11,10,11:10,11,59.3,N
USO_006086,CICL_f300491769,2026-05-14,Quinta,10:14,10,14:48,14,274.6,N
USO_006087,CICL_ccb29d6a25,2026-05-14,Quinta,10:14,10,13:17,13,1622.7,S
USO_006088,CICL_6a4c80f8a1,2026-05-14,Quinta,10:14,10,16:59,16,405.4,N
USO_006089,CICL_828500598d,2026-05-14,Quinta,10:14,10,12:53,12,159.3,N
USO_006090,CICL_0fb0c05fe4,2026-05-14,Quinta,10:15,10,14:48,14,272.6,N
USO_006091,CICL_9a25c34842,2026-05-14,Quinta,10:21,10,13:17,13,176.7,N
USO_006092,CICL_1e13b294d7,2026-05-14,Quinta,10:21,10,13:05,13,163.9,N
USO_006093,CICL_0f15e459b2,2026-05-14,Quinta,10:21,10,14:34,14,252.7,N
USO_006094,CICL_0a109d24db,2026-05-14,Quinta,10:22,10,18:31,18,489.2,N
USO_006095,CICL_b6b869ce7b,2026-05-14,Quinta,10:23,10,14:47,14,264.3,N
USO_006096,CICL_c0d8fa5cbd,2026-05-14,Quinta,10:23,10,13:10,13,166.3,N
USO_006097,CICL_f47213e32c,2026-05-14,Quinta,10:25,10,16:02,16,337.3,N
USO_006098,CICL_ed13261899,2026-05-14,Quinta,10:26,10,18:22,18,476.4,N
USO_006099,CICL_5cffdb898f,2026-05-14,Quinta,10:26,10,10:32,10,6.3,N
USO_006100,CICL_3a54316a77,2026-05-14,Quinta,10:27,10,18:00,18,452.9,N
USO_006101,CICL_f6fb55120e,2026-05-14,Quinta,10:27,10,18:36,18,488.5,N
USO_006102,CICL_8ef6030080,2026-05-14,Quinta,10:29,10,16:49,16,379.6,N
USO_006103,CICL_cd4343c8ad,2026-05-14,Quinta,10:33,10,17:26,17,413.4,N
USO_006104,CICL_4d05bfb95e,2026-05-14,Quinta,10:34,10,11:25,11,50.9,N
USO_006105,CICL_4b4379c4bb,2026-05-14,Quinta,10:34,10,12:37,12,123.2,N
USO_006106,CICL_b9225e075d,2026-05-14,Quinta,10:35,10,14:48,14,252.6,N
USO_006107,CICL_4c067daee9,2026-05-14,Quinta,10:36,10,12:50,12,133.9,N
USO_006108,CICL_73fcc67871,2026-05-14,Quinta,10:36,10,17:03,17,386.9,N
USO_006109,CICL_7319cb2e27,2026-05-14,Quinta,10:40,10,12:52,12,131.7,N
USO_006110,CICL_97f8407898,2026-05-14,Quinta,10:42,10,16:58,16,375.8,N
USO_006111,CICL_f73a73114f,2026-05-14,Quinta,10:44,10,11:43,11,58.4,N
USO_006112,CICL_db3a4c4edd,2026-05-14,Quinta,10:44,10,09:55,9,11471.2,S
USO_006113,CICL_70e85c88d7,2026-05-14,Quinta,10:45,10,18:37,18,472.6,N
USO_006114,CICL_d40a3738ed,2026-05-14,Quinta,10:46,10,12:33,12,106.8,N
USO_006115,CICL_9c80ab86e5,2026-05-14,Quinta,10:46,10,16:58,16,371.1,N
USO_006116,CICL_53c30854bf,2026-05-14,Quinta,10:46,10,07:06,7,5539.6,S
USO_006117,CICL_0f55aaa93c,2026-05-14,Quinta,10:48,10,12:40,12,112.0,N
USO_006118,CICL_eedaeec5ea,2026-05-14,Quinta,10:48,10,13:30,13,161.5,N
USO_006119,CICL_910e409495,2026-05-14,Quinta,10:51,10,16:43,16,351.4,N
USO_006120,CICL_6a36056b25,2026-05-14,Quinta,10:51,10,13:17,13,146.0,N
USO_006121,CICL_406fbdd605,2026-05-14,Quinta,10:53,10,18:08,18,1874.6,S
USO_006122,CICL_1a474b5e66,2026-05-14,Quinta,10:54,10,19:29,19,515.1,N
USO_006123,CICL_9717197df8,2026-05-14,Quinta,10:54,10,19:06,19,491.8,N
USO_006124,CICL_5f1ba15a29,2026-05-14,Quinta,10:56,10,12:49,12,112.9,N
USO_006125,CICL_f41074047a,2026-05-14,Quinta,10:56,10,12:47,12,110.9,N
USO_006126,CICL_da60f90a26,2026-05-14,Quinta,10:58,10,18:19,18,440.9,N
USO_006127,CICL_4921a9e174,2026-05-14,Quinta,10:58,10,13:27,13,149.3,N
USO_006128,CICL_f84bd2a2a2,2026-05-14,Quinta,10:58,10,11:56,11,57.4,N
USO_006129,CICL_47c5641655,2026-05-14,Quinta,10:59,10,19:08,19,488.3,N
USO_006130,CICL_982ec7a81b,2026-05-14,Quinta,11:00,11,13:46,13,166.3,N
USO_006131,CICL_69dfb3e102,2026-05-14,Quinta,11:01,11,13:00,13,118.3,N
USO_006132,CICL_f4eb172196,2026-05-14,Quinta,11:03,11,15:17,15,254.1,N
USO_006133,CICL_4c69de0907,2026-05-14,Quinta,11:03,11,19:49,19,526.4,N
USO_006134,CICL_aad3cfbb95,2026-05-14,Quinta,11:03,11,12:54,12,110.4,N
USO_006135,CICL_d29338b196,2026-05-14,Quinta,11:04,11,12:40,12,96.1,N
USO_006136,CICL_ee76f85164,2026-05-14,Quinta,11:04,11,13:10,13,125.9,N
USO_006137,CICL_0c0de9cb88,2026-05-14,Quinta,11:06,11,17:02,17,356.7,N
USO_006138,CICL_c57064203a,2026-05-14,Quinta,11:06,11,15:02,15,235.8,N
USO_006139,CICL_a0fd5ab11d,2026-05-14,Quinta,11:08,11,12:59,12,111.7,N
USO_006140,CICL_637e037620,2026-05-14,Quinta,11:08,11,13:21,13,132.7,N
USO_006141,CICL_a3eefc8743,2026-05-14,Quinta,11:08,11,17:10,17,361.5,N
USO_006142,CICL_c73c7ffc20,2026-05-14,Quinta,11:08,11,14:57,14,228.1,N
USO_006143,CICL_c208c5b615,2026-05-14,Quinta,11:10,11,12:03,12,53.7,N
USO_006144,CICL_50c7e96758,2026-05-14,Quinta,11:10,11,14:46,14,216.2,N
USO_006145,CICL_a18b7082e2,2026-05-14,Quinta,11:11,11,11:29,11,18.4,N
USO_006146,CICL_e90be8a255,2026-05-14,Quinta,11:11,11,12:40,12,88.4,N
USO_006147,CICL_641569047c,2026-05-14,Quinta,11:11,11,12:54,12,103.2,N
USO_006148,CICL_20838c1526,2026-05-14,Quinta,11:11,11,11:12,11,0.3,N
USO_006149,CICL_31f627be59,2026-05-14,Quinta,11:11,11,12:55,12,103.2,N
USO_006150,CICL_96d1df03c4,2026-05-14,Quinta,11:14,11,13:30,13,5895.5,S
USO_006151,CICL_915441ff49,2026-05-14,Quinta,11:15,11,16:47,16,332.3,N
USO_006152,CICL_430541ecfb,2026-05-14,Quinta,11:17,11,12:26,12,69.5,N
USO_006153,CICL_9a8310d786,2026-05-14,Quinta,11:17,11,14:48,14,210.7,N
USO_006154,CICL_18c680814e,2026-05-14,Quinta,11:17,11,12:55,12,97.3,N
USO_006155,CICL_f97546e501,2026-05-14,Quinta,11:18,11,15:00,15,221.9,N
USO_006156,CICL_188a3d33b3,2026-05-14,Quinta,11:21,11,17:29,17,368.1,N
USO_006157,CICL_583abbbd23,2026-05-14,Quinta,11:22,11,17:40,17,378.0,N
USO_006158,CICL_1e4da9e023,2026-05-14,Quinta,11:22,11,12:41,12,78.8,N
USO_006159,CICL_e90775e5aa,2026-05-14,Quinta,11:23,11,16:14,16,291.5,N
USO_006160,CICL_06801bd052,2026-05-14,Quinta,11:23,11,12:35,12,71.9,N
USO_006161,CICL_7539a05809,2026-05-14,Quinta,11:24,11,12:52,12,88.5,N
USO_006162,CICL_7f72a59990,2026-05-14,Quinta,11:27,11,12:55,12,88.2,N
USO_006163,CICL_c84f5e10d9,2026-05-14,Quinta,11:27,11,15:45,15,257.6,N
USO_006164,CICL_a33ad8eae1,2026-05-14,Quinta,11:27,11,16:44,16,316.6,N
USO_006165,CICL_0a06678187,2026-05-14,Quinta,11:27,11,15:09,15,222.1,N
USO_006166,CICL_808c99df30,2026-05-14,Quinta,11:29,11,15:02,15,212.8,N
USO_006167,CICL_4e960495b5,2026-05-14,Quinta,11:34,11,12:28,12,54.6,N
USO_006168,CICL_bc3f93a327,2026-05-14,Quinta,11:34,11,12:31,12,57.2,N
USO_006169,CICL_e8e8c7cf5b,2026-05-14,Quinta,11:35,11,13:05,13,90.1,N
USO_006170,CICL_1df2a047e3,2026-05-14,Quinta,11:36,11,13:09,13,93.2,N
USO_006171,CICL_86d663ffa9,2026-05-14,Quinta,11:38,11,12:48,12,69.8,N
USO_006172,CICL_cd73cadfa2,2026-05-14,Quinta,11:43,11,13:52,13,128.3,N
USO_006173,CICL_9648a70e92,2026-05-14,Quinta,11:50,11,16:59,16,308.9,N
USO_006174,CICL_a65ab60f0c,2026-05-14,Quinta,11:55,11,14:54,14,178.6,N
USO_006175,CICL_16ec9762ab,2026-05-14,Quinta,11:57,11,15:11,15,194.5,N
USO_006176,CICL_0452994e39,2026-05-14,Quinta,12:03,12,14:46,14,163.3,N
USO_006177,CICL_60607e782b,2026-05-14,Quinta,12:03,12,16:54,16,1730.9,S
USO_006178,CICL_c84e40530f,2026-05-14,Quinta,12:04,12,13:29,13,85.5,N
USO_006179,CICL_83684cf1c0,2026-05-14,Quinta,12:04,12,12:04,12,0.1,N
USO_006180,CICL_0f165cac03,2026-05-14,Quinta,12:05,12,12:06,12,0.1,N
USO_006181,CICL_cf80abf257,2026-05-14,Quinta,12:06,12,14:56,14,170.3,N
USO_006182,CICL_211cd1306c,2026-05-14,Quinta,12:08,12,12:08,12,0.1,N
USO_006183,CICL_a9834cb93b,2026-05-14,Quinta,12:13,12,14:56,14,162.7,N
USO_006184,CICL_aa2876a237,2026-05-14,Quinta,12:15,12,19:11,19,415.5,N
USO_006185,CICL_c3ab77abbd,2026-05-14,Quinta,12:17,12,07:12,7,1135.2,S
USO_006186,CICL_c3ab77abbd,2026-05-14,Quinta,12:17,12,14:33,14,1575.3,S
USO_006187,CICL_5bb3d1dabe,2026-05-14,Quinta,12:18,12,19:00,19,402.6,N
USO_006188,CICL_e9bb5f7a11,2026-05-14,Quinta,12:20,12,15:22,15,181.9,N
USO_006189,CICL_f8b8a91107,2026-05-14,Quinta,12:21,12,08:50,8,1229.0,S
USO_006190,CICL_f8b8a91107,2026-05-14,Quinta,12:21,12,11:07,11,1366.0,S
USO_006191,CICL_d642e7fb43,2026-05-14,Quinta,12:21,12,13:39,13,78.0,N
USO_006192,CICL_aafcbb11b7,2026-05-14,Quinta,12:26,12,12:27,12,1.1,N
USO_006193,CICL_bae8121113,2026-05-14,Quinta,12:27,12,15:02,15,154.9,N
USO_006194,CICL_bb94103b94,2026-05-14,Quinta,12:28,12,12:28,12,0.1,N
USO_006195,CICL_3de1d4ea55,2026-05-14,Quinta,12:30,12,12:30,12,0.1,N
USO_006196,CICL_bd8aa40bd2,2026-05-14,Quinta,12:31,12,17:33,17,302.2,N
USO_006197,CICL_11daa54f80,2026-05-14,Quinta,12:35,12,17:00,17,265.0,N
USO_006198,CICL_a02a440b45,2026-05-14,Quinta,12:38,12,12:38,12,0.1,N
USO_006199,CICL_23e3358e9d,2026-05-14,Quinta,12:41,12,12:44,12,1443.7,S
USO_006200,CICL_4c10b6eb83,2026-05-14,Quinta,12:41,12,12:41,12,0.1,N
USO_006201,CICL_63b4c4ef2a,2026-05-14,Quinta,12:41,12,12:42,12,0.1,N
USO_006202,CICL_78cdc071ba,2026-05-14,Quinta,12:42,12,15:46,15,184.7,N
USO_006203,CICL_fa62b91389,2026-05-14,Quinta,12:42,12,12:42,12,0.1,N
USO_006204,CICL_e4f681be05,2026-05-14,Quinta,12:42,12,18:25,18,342.3,N
USO_006205,CICL_1fe3e40eba,2026-05-14,Quinta,12:44,12,15:09,15,145.6,N
USO_006206,CICL_fa62b91389,2026-05-14,Quinta,12:46,12,12:46,12,0.2,N
USO_006207,CICL_9cb71ef52d,2026-05-14,Quinta,12:46,12,17:40,17,293.9,N
USO_006208,CICL_bb47d210bb,2026-05-14,Quinta,12:46,12,18:24,18,338.1,N
USO_006209,CICL_1d22867cc7,2026-05-14,Quinta,12:47,12,12:54,12,1447.0,S
USO_006210,CICL_9331fa84ca,2026-05-14,Quinta,12:47,12,18:25,18,338.5,N
USO_006211,CICL_6c3f37da0b,2026-05-14,Quinta,12:47,12,15:49,15,181.7,N
USO_006212,CICL_39456561a8,2026-05-14,Quinta,12:48,12,12:48,12,0.1,N
USO_006213,CICL_517c913f23,2026-05-14,Quinta,12:48,12,15:41,15,172.9,N
USO_006214,CICL_f9c82a5674,2026-05-14,Quinta,12:48,12,15:16,15,147.6,N
USO_006215,CICL_b8f03396a7,2026-05-14,Quinta,12:50,12,19:14,19,383.9,N
USO_006216,CICL_6e3df3d3d9,2026-05-14,Quinta,12:51,12,17:13,17,261.7,N
USO_006217,CICL_101f91c41c,2026-05-14,Quinta,12:52,12,12:52,12,0.2,N
USO_006218,CICL_101f91c41c,2026-05-14,Quinta,12:52,12,16:40,16,228.2,N
USO_006219,CICL_15b925130b,2026-05-14,Quinta,12:52,12,13:24,13,32.0,N
USO_006220,CICL_8f8e7ad8b2,2026-05-14,Quinta,12:53,12,16:24,16,211.3,N
USO_006221,CICL_6d3ef4697d,2026-05-14,Quinta,12:54,12,14:42,14,108.5,N
USO_006222,CICL_ec53380721,2026-05-14,Quinta,12:54,12,12:54,12,0.1,N
USO_006223,CICL_e03484cdaa,2026-05-14,Quinta,12:55,12,17:38,17,283.2,N
USO_006224,CICL_9aa7232cf0,2026-05-14,Quinta,12:56,12,15:27,15,150.9,N
USO_006225,CICL_cafcc4cc11,2026-05-14,Quinta,12:57,12,16:50,16,233.1,N
USO_006226,CICL_95043c1407,2026-05-14,Quinta,12:57,12,16:49,16,232.6,N
USO_006227,CICL_230e7db2de,2026-05-14,Quinta,12:57,12,18:52,18,354.9,N
USO_006228,CICL_308a4f56f8,2026-05-14,Quinta,12:57,12,16:49,16,232.6,N
USO_006229,CICL_9cff4aa4d5,2026-05-14,Quinta,12:57,12,06:55,6,6837.5,S
USO_006230,CICL_0421b623f6,2026-05-14,Quinta,12:57,12,14:52,14,115.2,N
USO_006231,CICL_4a13717bd2,2026-05-14,Quinta,12:57,12,19:06,19,368.5,N
USO_006232,CICL_43c73e1ba3,2026-05-14,Quinta,12:58,12,17:57,17,299.0,N
USO_006233,CICL_f22764b6fc,2026-05-14,Quinta,12:58,12,17:27,17,268.9,N
USO_006234,CICL_d473b30b4e,2026-05-14,Quinta,12:58,12,14:52,14,114.2,N
USO_006235,CICL_b21a7ec168,2026-05-14,Quinta,12:58,12,15:02,15,123.3,N
USO_006236,CICL_fe313c8f60,2026-05-14,Quinta,12:59,12,16:54,16,235.7,N
USO_006237,CICL_6431cacb70,2026-05-14,Quinta,12:59,12,17:36,17,276.4,N
USO_006238,CICL_1b5a01e524,2026-05-14,Quinta,13:00,13,15:13,15,133.1,N
USO_006239,CICL_e775577204,2026-05-14,Quinta,13:00,13,17:24,17,263.6,N
USO_006240,CICL_e933cda4cc,2026-05-14,Quinta,13:00,13,23:02,23,601.6,N
USO_006241,CICL_8b354b585b,2026-05-14,Quinta,13:01,13,15:43,15,161.5,N
USO_006242,CICL_e226c10149,2026-05-14,Quinta,13:02,13,18:45,18,343.4,N
USO_006243,CICL_d62d4b290e,2026-05-14,Quinta,13:02,13,14:54,14,111.8,N
USO_006244,CICL_a02a440b45,2026-05-14,Quinta,13:02,13,17:59,17,297.3,N
USO_006245,CICL_bd0c2c405a,2026-05-14,Quinta,13:02,13,18:58,18,355.4,N
USO_006246,CICL_0ff2777a4b,2026-05-14,Quinta,13:02,13,20:49,20,466.4,N
USO_006247,CICL_3d321e6218,2026-05-14,Quinta,13:03,13,16:41,16,218.2,N
USO_006248,CICL_d945210548,2026-05-14,Quinta,13:03,13,19:03,19,359.9,N
USO_006249,CICL_627ee6d13c,2026-05-14,Quinta,13:03,13,18:55,18,351.8,N
USO_006250,CICL_d2a9903668,2026-05-14,Quinta,13:04,13,07:05,7,11161.0,S
USO_006251,CICL_3616cc0a51,2026-05-14,Quinta,13:04,13,14:46,14,102.0,N
USO_006252,CICL_2e83ebd420,2026-05-14,Quinta,13:04,13,15:15,15,131.7,N
USO_006253,CICL_d31c1a04f3,2026-05-14,Quinta,13:04,13,15:03,15,119.3,N
USO_006254,CICL_4d333d2186,2026-05-14,Quinta,13:04,13,14:07,14,62.9,N
USO_006255,CICL_fb585b46be,2026-05-14,Quinta,13:05,13,14:18,14,72.9,N
USO_006256,CICL_1e13b294d7,2026-05-14,Quinta,13:05,13,14:49,14,104.2,N
USO_006257,CICL_1ddb3c8faf,2026-05-14,Quinta,13:05,13,15:01,15,116.1,N
USO_006258,CICL_2379c5ae72,2026-05-14,Quinta,13:05,13,14:45,14,100.1,N
USO_006259,CICL_4230ff41d5,2026-05-14,Quinta,13:06,13,18:23,18,317.4,N
USO_006260,CICL_5c6f6da459,2026-05-14,Quinta,13:06,13,18:24,18,318.4,N
USO_006261,CICL_60a696d2c8,2026-05-14,Quinta,13:06,13,21:55,21,529.4,N
USO_006262,CICL_fb1c2d180a,2026-05-14,Quinta,13:07,13,16:58,16,231.1,N
USO_006263,CICL_2ae518eac0,2026-05-14,Quinta,13:07,13,17:00,17,233.2,N
USO_006264,CICL_c5e6466d81,2026-05-14,Quinta,13:07,13,18:42,18,335.0,N
USO_006265,CICL_2ef4815661,2026-05-14,Quinta,13:08,13,18:32,18,323.8,N
USO_006266,CICL_eb4adc2da5,2026-05-14,Quinta,13:09,13,15:09,15,120.4,N
USO_006267,CICL_c1db914f24,2026-05-14,Quinta,13:09,13,18:48,18,338.9,N
USO_006268,CICL_7ee65598ab,2026-05-14,Quinta,13:09,13,17:25,17,255.8,N
USO_006269,CICL_dac92684d2,2026-05-14,Quinta,13:10,13,17:21,17,251.7,N
USO_006270,CICL_2a9e436dd5,2026-05-14,Quinta,13:10,13,15:47,15,157.5,N
USO_006271,CICL_2558ce499a,2026-05-14,Quinta,13:10,13,15:10,15,119.4,N
USO_006272,CICL_2b20856d19,2026-05-14,Quinta,13:10,13,18:38,18,327.7,N
USO_006273,CICL_892a8ecf93,2026-05-14,Quinta,13:11,13,14:46,14,95.1,N
USO_006274,CICL_3af1ef62d1,2026-05-14,Quinta,13:11,13,17:03,17,231.9,N
USO_006275,CICL_551f0fc5e9,2026-05-14,Quinta,13:11,13,14:51,14,100.3,N
USO_006276,CICL_23b2c3af7c,2026-05-14,Quinta,13:11,13,15:04,15,113.0,N
USO_006277,CICL_5491ad41b8,2026-05-14,Quinta,13:12,13,15:17,15,125.3,N
USO_006278,CICL_2e703c3290,2026-05-14,Quinta,13:12,13,14:32,14,80.0,N
USO_006279,CICL_b202e72475,2026-05-14,Quinta,13:12,13,16:45,16,213.7,N
USO_006280,CICL_1388ad7eba,2026-05-14,Quinta,13:12,13,14:41,14,89.1,N
USO_006281,CICL_aee4faa381,2026-05-14,Quinta,13:12,13,14:55,14,102.5,N
USO_006282,CICL_7586769300,2026-05-14,Quinta,13:13,13,19:08,19,354.6,N
USO_006283,CICL_330fd3a05f,2026-05-14,Quinta,13:13,13,13:54,13,41.4,N
USO_006284,CICL_caf1c492a7,2026-05-14,Quinta,13:14,13,18:00,18,286.1,N
USO_006285,CICL_e9ab03d5ed,2026-05-14,Quinta,13:14,13,14:53,14,99.5,N
USO_006286,CICL_fea73474a8,2026-05-14,Quinta,13:16,13,15:31,15,134.2,N
USO_006287,CICL_5e970a5b56,2026-05-14,Quinta,13:16,13,15:28,15,131.7,N
USO_006288,CICL_e3d8ea4df2,2026-05-14,Quinta,13:17,13,18:55,18,337.9,N
USO_006289,CICL_e695fd4613,2026-05-14,Quinta,13:18,13,17:40,17,262.6,N
USO_006290,CICL_152ed61385,2026-05-14,Quinta,13:19,13,15:50,15,151.2,N
USO_006291,CICL_9ec8e023b5,2026-05-14,Quinta,13:19,13,17:53,17,274.0,N
USO_006292,CICL_354ac63fdd,2026-05-14,Quinta,13:19,13,18:10,18,291.1,N
USO_006293,CICL_8c5986d7fe,2026-05-14,Quinta,13:20,13,16:38,16,198.5,N
USO_006294,CICL_9565a30d0e,2026-05-14,Quinta,13:20,13,14:51,14,91.7,N
USO_006295,CICL_ac5a66e5c0,2026-05-14,Quinta,13:20,13,15:54,15,154.5,N
USO_006296,CICL_e5a79ec945,2026-05-14,Quinta,13:24,13,16:49,16,205.1,N
USO_006297,CICL_6d3e713063,2026-05-14,Quinta,13:24,13,15:04,15,100.0,N
USO_006298,CICL_46969a4065,2026-05-14,Quinta,13:24,13,19:04,19,339.9,N
USO_006299,CICL_7a52f13806,2026-05-14,Quinta,13:24,13,15:02,15,97.4,N
USO_006300,CICL_71952de96f,2026-05-14,Quinta,13:25,13,16:14,16,168.8,N
USO_006301,CICL_3fa7743999,2026-05-14,Quinta,13:25,13,19:07,19,342.4,N
USO_006302,CICL_47dd360587,2026-05-14,Quinta,13:25,13,19:44,19,378.4,N
USO_006303,CICL_ce24efb8d0,2026-05-14,Quinta,13:26,13,19:11,19,345.9,N
USO_006304,CICL_70aa03d379,2026-05-14,Quinta,13:26,13,15:11,15,104.8,N
USO_006305,CICL_e88311a0f0,2026-05-14,Quinta,13:26,13,18:57,18,330.6,N
USO_006306,CICL_0774273921,2026-05-14,Quinta,13:28,13,20:22,20,414.3,N
USO_006307,CICL_bce49efc3f,2026-05-14,Quinta,13:28,13,13:28,13,0.0,N
USO_006308,CICL_c0683ad74a,2026-05-14,Quinta,13:30,13,17:25,17,235.9,N
